strategy,avg_payoff,delta,lambda,kappa,sim,seed
IL,0.5954870868671115,0.84,0.2,0.4,167,47
MB,0.6284944671549795,0.84,0.2,0.4,167,47
MF,0.1251572637424495,0.84,0.2,0.4,167,47
IL,0.5947129394068043,0.92,0.1,0.4,168,42
MB,0.5146147966030553,0.92,0.1,0.4,168,42
MF,0.04450526516642219,0.92,0.1,0.4,168,42
IL,0.5952585727400156,0.28,0.1,0.4,169,42
MB,0.5954387716350287,0.28,0.1,0.4,169,42
MF,0.4870845553349967,0.28,0.1,0.4,169,42
IL,0.5951297884321702,0.46,0.3,0.4,170,51
MB,0.47321525865038677,0.46,0.3,0.4,170,51
MF,0.42669174511945523,0.46,0.3,0.4,170,51
IL,0.5951727917253743,0.78,0.2,0.4,171,47
MB,0.47499297773670496,0.78,0.2,0.4,171,47
MF,0.13486600638154292,0.78,0.2,0.4,171,47
IL,0.594515696160519,0.02,0.1,0.4,172,48
MB,0.6183684772444449,0.02,0.1,0.4,172,48
MF,0.7013134717981877,0.02,0.1,0.4,172,48
IL,0.5949679948723732,0.24,0.3,0.4,173,43
MB,0.23374674236622317,0.24,0.3,0.4,173,43
MF,0.4058287388206629,0.24,0.3,0.4,173,43
IL,0.595047525633238,0.48,0.3,0.4,174,49
MB,0.3630481770014434,0.48,0.3,0.4,174,49
MF,0.33550053860086304,0.48,0.3,0.4,174,49
IL,0.5950537185749747,0.29,0.2,0.4,175,43
MB,0.4151775885484881,0.29,0.2,0.4,175,43
MF,0.4311491006146399,0.29,0.2,0.4,175,43
IL,0.595296113395102,0.85,0.1,0.4,176,46
MB,0.5985479812776778,0.85,0.1,0.4,176,46
MF,0.07151944011956396,0.85,0.1,0.4,176,46
IL,0.5950141239700156,0.45,0.2,0.4,177,49
MB,0.2876157480987522,0.45,0.2,0.4,177,49
MF,0.2666308604778176,0.45,0.2,0.4,177,49
IL,0.5952256305352663,0.93,0.2,0.4,178,43
MB,0.5903347706301917,0.93,0.2,0.4,178,43
MF,0.07931248640248639,0.93,0.2,0.4,178,43
IL,0.5948682674414173,0.75,0.3,0.4,179,47
MB,0.46907093561536084,0.75,0.3,0.4,179,47
MF,0.209144163667263,0.75,0.3,0.4,179,47
IL,0.5954590147912391,0.0,0.3,0.4,180,47
MB,0.6904906612821302,0.0,0.3,0.4,180,47
MF,0.9859998589197856,0.0,0.3,0.4,180,47
IL,0.5950160164555165,0.89,0.3,0.4,181,47
MB,0.5352990479040954,0.89,0.3,0.4,181,47
MF,0.09471244326761942,0.89,0.3,0.4,181,47
IL,0.5949530711283092,0.33,0.3,0.4,182,47
MB,0.2861824897904228,0.33,0.3,0.4,182,47
MF,0.3792752864136581,0.33,0.3,0.4,182,47
IL,0.5949791038331077,0.03,0.2,0.4,183,49
MB,0.5839646096533853,0.03,0.2,0.4,183,49
MF,0.7461570311495485,0.03,0.2,0.4,183,49
IL,0.595413727319224,0.79,0.1,0.4,184,46
MB,0.6057346234349001,0.79,0.1,0.4,184,46
MF,0.1445112550143355,0.79,0.1,0.4,184,46
IL,0.5956288924419234,0.0,0.3,0.4,185,51
MB,0.6875995376845376,0.0,0.3,0.4,185,51
MF,0.9844010248113153,0.0,0.3,0.4,185,51
IL,0.595075939662144,0.33,0.3,0.4,186,51
MB,0.3183411196930171,0.33,0.3,0.4,186,51
MF,0.4300048922552165,0.33,0.3,0.4,186,51
IL,0.5947064845492114,0.89,0.3,0.4,187,51
MB,0.26879413062934737,0.89,0.3,0.4,187,51
MF,0.06998228240058832,0.89,0.3,0.4,187,51
IL,0.5951192515285038,0.79,0.1,0.4,188,50
MB,0.46636189605930595,0.79,0.1,0.4,188,50
MF,0.1262448263247217,0.79,0.1,0.4,188,50
IL,0.5949518899970487,0.79,0.1,0.4,189,44
MB,0.4700132261925868,0.79,0.1,0.4,189,44
MF,0.12078528283313117,0.79,0.1,0.4,189,44
IL,0.5951013061420982,0.31,0.1,0.4,190,48
MB,0.5394074154918037,0.31,0.1,0.4,190,48
MF,0.4293456952424388,0.31,0.1,0.4,190,48
IL,0.5950646278921016,0.33,0.3,0.4,191,45
MB,0.31036319909338267,0.33,0.3,0.4,191,45
MF,0.4112777678569746,0.33,0.3,0.4,191,45
IL,0.595186637129994,0.17,0.3,0.4,192,43
MB,0.42289943075225417,0.17,0.3,0.4,192,43
MF,0.6015305560984798,0.17,0.3,0.4,192,43
IL,0.5950941183382564,0.89,0.3,0.4,193,45
MB,0.48812399163963566,0.89,0.3,0.4,193,45
MF,0.08174469906876228,0.89,0.3,0.4,193,45
IL,0.5954020584502512,0.0,0.3,0.4,194,45
MB,0.6907941443715271,0.0,0.3,0.4,194,45
MF,0.9873376857372501,0.0,0.3,0.4,194,45
IL,0.594888798949561,0.2,0.1,0.4,195,48
MB,0.4471688807354836,0.2,0.1,0.4,195,48
MF,0.43155238865233986,0.2,0.1,0.4,195,48
IL,0.5948052211221542,0.85,0.1,0.4,196,50
MB,0.5601238792804221,0.85,0.1,0.4,196,50
MF,0.08818845638022109,0.85,0.1,0.4,196,50
IL,0.5951197036132619,0.75,0.3,0.4,197,51
MB,0.4193220539838796,0.75,0.3,0.4,197,51
MF,0.16078162416718245,0.75,0.3,0.4,197,51
IL,0.5948719048802878,0.87,0.3,0.4,198,49
MB,0.3620369310839171,0.87,0.3,0.4,198,49
MF,0.07292067185801047,0.87,0.3,0.4,198,49
IL,0.5951934139645444,0.75,0.3,0.4,199,45
MB,0.5497051995216107,0.75,0.3,0.4,199,45
MF,0.21275889096295786,0.75,0.3,0.4,199,45
IL,0.5951492089116651,0.51,0.3,0.4,200,43
MB,0.44767671338328374,0.51,0.3,0.4,200,43
MF,0.3775753043245307,0.51,0.3,0.4,200,43
IL,0.5951891474560264,0.77,0.1,0.4,201,48
MB,0.7210444378830397,0.77,0.1,0.4,201,48
MF,0.21291007193380215,0.77,0.1,0.4,201,48
IL,0.5950761401335839,0.85,0.1,0.4,202,44
MB,0.4317965490303152,0.85,0.1,0.4,202,44
MF,0.05835215607685414,0.85,0.1,0.4,202,44
IL,0.5952680259326152,0.78,0.2,0.4,203,45
MB,0.5961225457936119,0.78,0.2,0.4,203,45
MF,0.1641190829105535,0.78,0.2,0.4,203,45
IL,0.5949980199661214,0.3,0.2,0.4,204,49
MB,0.3260009383046271,0.3,0.2,0.4,204,49
MF,0.37089563912693346,0.3,0.2,0.4,204,49
IL,0.5950529830756913,0.78,0.2,0.4,205,51
MB,0.5002601483970426,0.78,0.2,0.4,205,51
MF,0.1763329579129684,0.78,0.2,0.4,205,51
IL,0.5952152326373794,0.84,0.2,0.4,206,45
MB,0.6041153776127204,0.84,0.2,0.4,206,45
MF,0.10242500870958658,0.84,0.2,0.4,206,45
IL,0.5943461230671394,0.76,0.2,0.4,207,49
MB,0.2176167535487453,0.76,0.2,0.4,207,49
MF,0.10294703451373548,0.76,0.2,0.4,207,49
IL,0.5948056464557058,0.46,0.3,0.4,208,47
MB,0.29831032104308586,0.46,0.3,0.4,208,47
MF,0.3320835407028735,0.46,0.3,0.4,208,47
IL,0.595042894731598,0.84,0.2,0.4,209,51
MB,0.38693271651978506,0.84,0.2,0.4,209,51
MF,0.09003791496255607,0.84,0.2,0.4,209,51
IL,0.5949650038506384,0.07,0.2,0.4,210,49
MB,0.4717629078088806,0.07,0.2,0.4,210,49
MF,0.6250377728766648,0.07,0.2,0.4,210,49
IL,0.5950528605987183,0.37,0.3,0.4,211,47
MB,0.3663227135532334,0.37,0.3,0.4,211,47
MF,0.41524467885526056,0.37,0.3,0.4,211,47
IL,0.5947489812794622,0.4,0.3,0.4,212,47
MB,0.18228208250940348,0.4,0.3,0.4,212,47
MF,0.2804965936873934,0.4,0.3,0.4,212,47
IL,0.5952392933755849,0.09,0.2,0.4,213,51
MB,0.504723850166828,0.09,0.2,0.4,213,51
MF,0.6444283438358506,0.09,0.2,0.4,213,51
IL,0.5950387066153661,0.8,0.1,0.4,214,46
MB,0.5226361264279923,0.8,0.1,0.4,214,46
MF,0.14546116093595512,0.8,0.1,0.4,214,46
IL,0.5951250906640415,0.71,0.3,0.4,215,47
MB,0.5145717562972967,0.71,0.3,0.4,215,47
MF,0.26051480160631885,0.71,0.3,0.4,215,47
IL,0.5952563979838766,0.09,0.2,0.4,216,45
MB,0.4160295197150457,0.09,0.2,0.4,216,45
MF,0.5529167163533828,0.09,0.2,0.4,216,45
IL,0.5954674523400936,0.81,0.1,0.4,217,46
MB,0.566171979452942,0.81,0.1,0.4,217,46
MF,0.13424928717798382,0.81,0.1,0.4,217,46
IL,0.5944331972376508,0.41,0.2,0.4,218,49
MB,0.17626476102658484,0.41,0.2,0.4,218,49
MF,0.21327214852744875,0.41,0.2,0.4,218,49
IL,0.5952439741167477,0.97,0.2,0.4,219,43
MB,0.6105936912006664,0.97,0.2,0.4,219,43
MF,-0.03252332210273387,0.97,0.2,0.4,219,43
IL,0.5952252628260181,0.04,0.3,0.4,220,45
MB,0.5179169674078931,0.04,0.3,0.4,220,45
MF,0.7862284609911034,0.04,0.3,0.4,220,45
IL,0.5954327023063086,0.06,0.1,0.4,221,48
MB,0.5108258455725804,0.06,0.1,0.4,221,48
MF,0.5775438549862776,0.06,0.1,0.4,221,48
IL,0.5947953578896026,0.04,0.3,0.4,222,51
MB,0.246275426893368,0.04,0.3,0.4,222,51
MF,0.526456154366176,0.04,0.3,0.4,222,51
IL,0.5954844150672561,0.9,0.2,0.4,223,47
MB,0.6242049741415704,0.9,0.2,0.4,223,47
MF,0.09522500479568591,0.9,0.2,0.4,223,47
IL,0.5955465550069063,0.96,0.1,0.4,224,42
MB,0.5822241134859523,0.96,0.1,0.4,224,42
MF,0.03599828171828172,0.96,0.1,0.4,224,42
IL,0.5948762432098345,0.08,0.1,0.4,225,44
MB,0.5168076288447951,0.08,0.1,0.4,225,44
MF,0.5684154859792195,0.08,0.1,0.4,225,44
IL,0.5947885799764807,0.66,0.3,0.4,226,43
MB,0.23706717397286076,0.66,0.3,0.4,226,43
MF,0.19501470039865754,0.66,0.3,0.4,226,43
IL,0.5950093700224813,0.42,0.3,0.4,227,45
MB,0.16070289643204888,0.42,0.3,0.4,227,45
MF,0.2782140319428931,0.42,0.3,0.4,227,45
IL,0.5948364475930195,0.42,0.3,0.4,228,51
MB,0.3626259037266809,0.42,0.3,0.4,228,51
MF,0.38692297483049487,0.42,0.3,0.4,228,51
IL,0.5952582407131822,0.08,0.1,0.4,229,50
MB,0.5122866189540353,0.08,0.1,0.4,229,50
MF,0.5576322756385379,0.08,0.1,0.4,229,50
IL,0.5953647060932471,0.67,0.2,0.4,230,51
MB,0.6147995047786026,0.67,0.2,0.4,230,51
MF,0.2613352444292439,0.67,0.2,0.4,230,51
IL,0.5951049354802856,0.95,0.2,0.4,231,49
MB,0.5525636538594536,0.95,0.2,0.4,231,49
MF,0.009517926667522355,0.95,0.2,0.4,231,49
IL,0.5948540902584378,0.55,0.1,0.4,232,46
MB,0.43119793991786864,0.55,0.1,0.4,232,46
MF,0.2363152740818248,0.55,0.1,0.4,232,46
IL,0.5949243304477315,0.67,0.2,0.4,233,45
MB,0.4171792720694499,0.67,0.2,0.4,233,45
MF,0.19918648283878926,0.67,0.2,0.4,233,45
IL,0.5952812233497421,0.43,0.2,0.4,234,43
MB,0.41706683222774965,0.43,0.2,0.4,234,43
MF,0.3443968651897441,0.43,0.2,0.4,234,43
IL,0.5950671537733094,0.21,0.2,0.4,235,51
MB,0.4775406582857845,0.21,0.2,0.4,235,51
MF,0.5223665720188507,0.21,0.2,0.4,235,51
IL,0.5948524520789195,0.13,0.1,0.4,236,46
MB,0.5535027357169443,0.13,0.1,0.4,236,46
MF,0.5691865622598961,0.13,0.1,0.4,236,46
IL,0.5947560184262933,0.21,0.2,0.4,237,45
MB,0.30232131428905945,0.21,0.2,0.4,237,45
MF,0.39980801806269844,0.21,0.2,0.4,237,45
IL,0.5947577273435215,0.05,0.2,0.4,238,43
MB,0.4694644674121185,0.05,0.2,0.4,238,43
MF,0.6409709013136434,0.05,0.2,0.4,238,43
IL,0.5950800738994261,0.69,0.2,0.4,239,49
MB,0.4892912507003034,0.69,0.2,0.4,239,49
MF,0.21648247423199438,0.69,0.2,0.4,239,49
IL,0.595108233797526,0.59,0.3,0.4,240,47
MB,0.42720595965577496,0.59,0.3,0.4,240,47
MF,0.31023494683342034,0.59,0.3,0.4,240,47
IL,0.5957671145214698,0.66,0.1,0.4,241,44
MB,0.6675189823115044,0.66,0.1,0.4,241,44
MF,0.27704063714063715,0.66,0.1,0.4,241,44
IL,0.5952029172713544,0.54,0.2,0.4,242,47
MB,0.500776868030701,0.54,0.2,0.4,242,47
MF,0.3085733973808025,0.54,0.2,0.4,242,47
IL,0.595471081704673,0.94,0.1,0.4,243,48
MB,0.2919160443309623,0.94,0.1,0.4,243,48
MF,0.019411222789846482,0.94,0.1,0.4,243,48
IL,0.5946872982635886,0.42,0.1,0.4,244,42
MB,0.40976932221846685,0.42,0.1,0.4,244,42
MF,0.2945716688755162,0.42,0.1,0.4,244,42
IL,0.5950510610025744,0.08,0.3,0.4,245,43
MB,0.21719633959198018,0.08,0.3,0.4,245,43
MF,0.4705054792403462,0.08,0.3,0.4,245,43
IL,0.5952853354113639,0.96,0.3,0.4,246,45
MB,0.6253566740160696,0.96,0.3,0.4,246,45
MF,0.03999890331890332,0.96,0.3,0.4,246,45
IL,0.5950283074123217,0.64,0.3,0.4,247,49
MB,0.42512151431632156,0.64,0.3,0.4,247,49
MF,0.25762499110256165,0.64,0.3,0.4,247,49
IL,0.5953088809529481,0.96,0.3,0.4,248,51
MB,0.5718520625310956,0.96,0.3,0.4,248,51
MF,0.035011622817995365,0.96,0.3,0.4,248,51
IL,0.595093012503231,0.66,0.1,0.4,249,50
MB,0.5938371989172155,0.66,0.1,0.4,249,50
MF,0.23624309273968266,0.66,0.1,0.4,249,50
IL,0.5951633458001502,0.22,0.3,0.4,250,49
MB,0.23183256496740018,0.22,0.3,0.4,250,49
MF,0.412250371027279,0.22,0.3,0.4,250,49
IL,0.5950454385299934,0.98,0.3,0.4,251,49
MB,0.5724323257327631,0.98,0.3,0.4,251,49
MF,0.03632849579156417,0.98,0.3,0.4,251,49
IL,0.5946664803989716,0.68,0.1,0.4,252,48
MB,0.4513950190565329,0.68,0.1,0.4,252,48
MF,0.1782928841502127,0.68,0.1,0.4,252,48
IL,0.5950810315187,0.12,0.2,0.4,253,47
MB,0.4068058348668496,0.12,0.2,0.4,253,47
MF,0.5286195462130395,0.12,0.2,0.4,253,47
IL,0.5944917584131253,0.04,0.1,0.4,254,42
MB,0.5598367016440113,0.04,0.1,0.4,254,42
MF,0.6366973177976739,0.04,0.1,0.4,254,42
IL,0.5952912260668851,0.51,0.1,0.4,255,50
MB,0.5600636997798141,0.51,0.1,0.4,255,50
MF,0.3268998128959798,0.51,0.1,0.4,255,50
IL,0.5951505275994158,0.53,0.3,0.4,256,49
MB,0.5438909410731145,0.53,0.3,0.4,256,49
MF,0.39556142363993135,0.53,0.3,0.4,256,49
IL,0.5949706637573035,0.85,0.3,0.4,257,43
MB,0.5956541138222252,0.85,0.3,0.4,257,43
MF,0.12346922484546458,0.85,0.3,0.4,257,43
IL,0.5954376969896622,0.75,0.1,0.4,258,42
MB,0.6183637925928339,0.75,0.1,0.4,258,42
MF,0.17759467093351008,0.75,0.1,0.4,258,42
IL,0.5950916519409423,0.51,0.1,0.4,259,44
MB,0.5194924616006252,0.51,0.1,0.4,259,44
MF,0.2867589568746668,0.51,0.1,0.4,259,44
IL,0.5951794659018402,0.63,0.2,0.4,260,47
MB,0.45141929817856496,0.63,0.2,0.4,260,47
MF,0.24478464752641443,0.63,0.2,0.4,260,47
IL,0.5949764880995101,0.19,0.1,0.4,261,48
MB,0.5157614169233671,0.19,0.1,0.4,261,48
MF,0.4856687614374731,0.19,0.1,0.4,261,48
IL,0.5949369922194276,0.17,0.1,0.4,262,50
MB,0.5939211239996673,0.17,0.1,0.4,262,50
MF,0.5752069388199763,0.17,0.1,0.4,262,50
IL,0.5935671403193867,0.0,0.1,0.4,263,42
MB,0.8899209441193445,0.0,0.1,0.4,263,42
MF,0.9889470670451297,0.0,0.1,0.4,263,42
IL,0.5955048501253877,0.89,0.1,0.4,264,42
MB,0.5298338208360055,0.89,0.1,0.4,264,42
MF,0.08483020998609234,0.89,0.1,0.4,264,42
IL,0.5950216476856476,0.33,0.1,0.4,265,42
MB,0.2577247623836804,0.33,0.1,0.4,265,42
MF,0.23949740809390774,0.33,0.1,0.4,265,42
IL,0.5956464156314039,0.17,0.1,0.4,266,44
MB,0.7870225724697743,0.17,0.1,0.4,266,44
MF,0.7344250785965802,0.17,0.1,0.4,266,44
IL,0.5950727081753069,0.25,0.2,0.4,267,47
MB,0.32030162879061175,0.25,0.2,0.4,267,47
MF,0.39750509475849677,0.25,0.2,0.4,267,47
IL,0.5951631632635324,0.15,0.3,0.4,268,49
MB,0.23950073596434018,0.15,0.3,0.4,268,49
MF,0.4619471129430035,0.15,0.3,0.4,268,49
IL,0.5950808310498099,0.79,0.3,0.4,269,43
MB,0.5628070793168439,0.79,0.3,0.4,269,43
MF,0.17781832465925856,0.79,0.3,0.4,269,43
IL,0.5945345252740756,0.18,0.2,0.4,270,49
MB,0.3530229792635547,0.18,0.2,0.4,270,49
MF,0.46246578657995613,0.18,0.2,0.4,270,49
IL,0.5953616655455701,0.74,0.2,0.4,271,43
MB,0.5937154266218441,0.74,0.2,0.4,271,43
MF,0.20965633026304248,0.74,0.2,0.4,271,43
IL,0.5947004239564018,0.62,0.1,0.4,272,46
MB,0.41803076045192483,0.62,0.1,0.4,272,46
MF,0.19384863436884545,0.62,0.1,0.4,272,46
IL,0.5950427772300828,0.92,0.3,0.4,273,47
MB,0.5086185542557998,0.92,0.3,0.4,273,47
MF,0.058501934355047996,0.92,0.3,0.4,273,47
IL,0.5950983307711202,0.28,0.3,0.4,274,47
MB,0.3305399596804043,0.28,0.3,0.4,274,47
MF,0.4481549015850177,0.28,0.3,0.4,274,47
IL,0.5950625927408829,0.1,0.2,0.4,275,43
MB,0.559952040989251,0.1,0.2,0.4,275,43
MF,0.6836928084027952,0.1,0.2,0.4,275,43
IL,0.5949777027797851,0.32,0.2,0.4,276,43
MB,0.4089150967846849,0.32,0.2,0.4,276,43
MF,0.41965705905640116,0.32,0.2,0.4,276,43
IL,0.5947368512005874,0.24,0.1,0.4,277,46
MB,0.3694538190572583,0.24,0.1,0.4,277,46
MF,0.35449904644296976,0.24,0.1,0.4,277,46
IL,0.5951919216112855,0.16,0.2,0.4,278,45
MB,0.36777155883674617,0.16,0.2,0.4,278,45
MF,0.4754103984252039,0.16,0.2,0.4,278,45
IL,0.5949282361291609,0.88,0.2,0.4,279,43
MB,0.4921367114640575,0.88,0.2,0.4,279,43
MF,0.06403013109208838,0.88,0.2,0.4,279,43
IL,0.5944655900051579,0.16,0.2,0.4,280,51
MB,0.2433771660359503,0.16,0.2,0.4,280,51
MF,0.39041135329052984,0.16,0.2,0.4,280,51
IL,0.5941715566991811,0.16,0.2,0.4,281,50
MB,0.19994905686451706,0.16,0.2,0.4,281,50
MF,0.3292647252865723,0.16,0.2,0.4,281,50
IL,0.5951935953150518,0.1,0.2,0.4,282,42
MB,0.477310830882438,0.1,0.2,0.4,282,42
MF,0.6299988200970401,0.1,0.2,0.4,282,42
IL,0.5950341457028885,0.88,0.2,0.4,283,42
MB,0.4794380970682711,0.88,0.2,0.4,283,42
MF,0.08929718180967423,0.88,0.2,0.4,283,42
IL,0.5949810080246019,0.16,0.2,0.4,284,44
MB,0.44339940478798273,0.16,0.2,0.4,284,44
MF,0.5307918353336349,0.16,0.2,0.4,284,44
IL,0.594749672451701,0.24,0.1,0.4,285,47
MB,0.3629180303452845,0.24,0.1,0.4,285,47
MF,0.3426160960773784,0.24,0.1,0.4,285,47
IL,0.5950203805460744,0.32,0.2,0.4,286,42
MB,0.40505381917680094,0.32,0.2,0.4,286,42
MF,0.3996100457974613,0.32,0.2,0.4,286,42
IL,0.5951330778630676,0.28,0.3,0.4,287,46
MB,0.40533015858740784,0.28,0.3,0.4,287,46
MF,0.49747786160822444,0.28,0.3,0.4,287,46
IL,0.5949318898083948,0.92,0.3,0.4,288,46
MB,0.33837679569378365,0.92,0.3,0.4,288,46
MF,0.059747856700382386,0.92,0.3,0.4,288,46
IL,0.5947774029646664,0.62,0.1,0.4,289,47
MB,0.5703391923824074,0.62,0.1,0.4,289,47
MF,0.2772662456882643,0.62,0.1,0.4,289,47
IL,0.5951311189925634,0.74,0.2,0.4,290,42
MB,0.6063604632441884,0.74,0.2,0.4,290,42
MF,0.21280016202020657,0.74,0.2,0.4,290,42
IL,0.5952123605228337,0.18,0.2,0.4,291,48
MB,0.5315325849545621,0.18,0.2,0.4,291,48
MF,0.5808071133192794,0.18,0.2,0.4,291,48
IL,0.5956834052614053,0.0,0.1,0.4,292,43
MB,0.8862451975148086,0.0,0.1,0.4,292,43
MF,0.9851760455919524,0.0,0.1,0.4,292,43
IL,0.5951444762292454,0.79,0.3,0.4,293,42
MB,0.49175639716410885,0.79,0.3,0.4,293,42
MF,0.18123778096188276,0.79,0.3,0.4,293,42
IL,0.5950179484149147,0.15,0.3,0.4,294,48
MB,0.30450811030386876,0.15,0.3,0.4,294,48
MF,0.5151454781163336,0.15,0.3,0.4,294,48
IL,0.5949695411906808,0.25,0.2,0.4,295,46
MB,0.45003741476322495,0.25,0.2,0.4,295,46
MF,0.4846285427280356,0.25,0.2,0.4,295,46
IL,0.595220930923609,0.17,0.1,0.4,296,45
MB,0.6037475547787864,0.17,0.1,0.4,296,45
MF,0.5825570408982423,0.17,0.1,0.4,296,45
IL,0.5949974661177853,0.33,0.1,0.4,297,43
MB,0.3360722651467443,0.33,0.1,0.4,297,43
MF,0.2793453761469976,0.33,0.1,0.4,297,43
IL,0.5945459372093183,0.89,0.1,0.4,298,43
MB,0.3787647173055599,0.89,0.1,0.4,298,43
MF,0.052015091671369536,0.89,0.1,0.4,298,43
IL,0.594843542501847,0.17,0.1,0.4,299,51
MB,0.43822940948151917,0.17,0.1,0.4,299,51
MF,0.45102547075431837,0.17,0.1,0.4,299,51
IL,0.5953884756578726,0.19,0.1,0.4,300,49
MB,0.6350467025245439,0.19,0.1,0.4,300,49
MF,0.5908170432364773,0.19,0.1,0.4,300,49
IL,0.59468679477906,0.63,0.2,0.4,301,46
MB,0.3341469576827998,0.63,0.2,0.4,301,46
MF,0.19617932912877312,0.63,0.2,0.4,301,46
IL,0.5945015068982119,0.51,0.1,0.4,302,45
MB,0.4238013058155838,0.51,0.1,0.4,302,45
MF,0.28313865237716335,0.51,0.1,0.4,302,45
IL,0.5951894863593065,0.75,0.1,0.4,303,43
MB,0.5090444834716854,0.75,0.1,0.4,303,43
MF,0.15421913626112754,0.75,0.1,0.4,303,43
IL,0.5949221879506689,0.85,0.3,0.4,304,42
MB,0.5237469979987178,0.85,0.3,0.4,304,42
MF,0.11947340203233547,0.85,0.3,0.4,304,42
IL,0.5949463774529606,0.53,0.3,0.4,305,48
MB,0.260188589127102,0.53,0.3,0.4,305,48
MF,0.28142931494475726,0.53,0.3,0.4,305,48
IL,0.5950032893704191,0.51,0.1,0.4,306,51
MB,0.590851542878731,0.51,0.1,0.4,306,51
MF,0.3232019280206986,0.51,0.1,0.4,306,51
IL,0.5952678906408349,0.04,0.1,0.4,307,43
MB,0.6118023909888965,0.04,0.1,0.4,307,43
MF,0.6843587756895201,0.04,0.1,0.4,307,43
IL,0.5952791588854729,0.12,0.2,0.4,308,46
MB,0.49123386804595476,0.12,0.2,0.4,308,46
MF,0.6109150631972247,0.12,0.2,0.4,308,46
IL,0.5952341592345376,0.68,0.1,0.4,309,49
MB,0.6449897538653943,0.68,0.1,0.4,309,49
MF,0.24785964172839767,0.68,0.1,0.4,309,49
IL,0.5950790750191128,0.98,0.3,0.4,310,48
MB,0.5603507912374611,0.98,0.3,0.4,310,48
MF,-0.008234690811290085,0.98,0.3,0.4,310,48
IL,0.5952038222828716,0.22,0.3,0.4,311,48
MB,0.365733258010187,0.22,0.3,0.4,311,48
MF,0.5201554311099927,0.22,0.3,0.4,311,48
IL,0.5946911145234387,0.66,0.1,0.4,312,51
MB,0.3009941632781499,0.66,0.1,0.4,312,51
MF,0.11646375324087749,0.66,0.1,0.4,312,51
IL,0.5950238432535799,0.96,0.3,0.4,313,50
MB,0.5895255713910079,0.96,0.3,0.4,313,50
MF,0.025179524158748818,0.96,0.3,0.4,313,50
IL,0.5949785132130551,0.64,0.3,0.4,314,48
MB,0.4390283291185434,0.64,0.3,0.4,314,48
MF,0.26642051963329916,0.64,0.3,0.4,314,48
IL,0.5951744040604334,0.96,0.3,0.4,315,44
MB,0.6169424404216421,0.96,0.3,0.4,315,44
MF,0.021089958692969386,0.96,0.3,0.4,315,44
IL,0.5951701265876403,0.08,0.3,0.4,316,42
MB,0.33121264528729377,0.08,0.3,0.4,316,42
MF,0.569446894099305,0.08,0.3,0.4,316,42
IL,0.5952688384155427,0.42,0.1,0.4,317,43
MB,0.6440761922860705,0.42,0.1,0.4,317,43
MF,0.4453254522589861,0.42,0.1,0.4,317,43
IL,0.5951556283468548,0.54,0.2,0.4,318,46
MB,0.5670488585511743,0.54,0.2,0.4,318,46
MF,0.34422531382875626,0.54,0.2,0.4,318,46
IL,0.5958164827473715,0.94,0.1,0.4,319,49
MB,0.6613078804026735,0.94,0.1,0.4,319,49
MF,0.04856898012027802,0.94,0.1,0.4,319,49
IL,0.5950160170908315,0.66,0.1,0.4,320,45
MB,0.5297847326165397,0.66,0.1,0.4,320,45
MF,0.1899211904761905,0.66,0.1,0.4,320,45
IL,0.5949824598531365,0.59,0.3,0.4,321,46
MB,0.3894216710260601,0.59,0.3,0.4,321,46
MF,0.2961650257745659,0.59,0.3,0.4,321,46
IL,0.595268817197367,0.69,0.2,0.4,322,48
MB,0.5301535231009553,0.69,0.2,0.4,322,48
MF,0.21150684622874896,0.69,0.2,0.4,322,48
IL,0.5950115586343929,0.05,0.2,0.4,323,42
MB,0.43208570420388953,0.05,0.2,0.4,323,42
MF,0.6012066598879289,0.05,0.2,0.4,323,42
IL,0.5949153410947946,0.21,0.2,0.4,324,44
MB,0.421391406934719,0.21,0.2,0.4,324,44
MF,0.49370823996754787,0.21,0.2,0.4,324,44
IL,0.5953628802880482,0.13,0.1,0.4,325,47
MB,0.5343392472082812,0.13,0.1,0.4,325,47
MF,0.5568029775654592,0.13,0.1,0.4,325,47
IL,0.5950746386245133,0.21,0.2,0.4,326,50
MB,0.38587925580907045,0.21,0.2,0.4,326,50
MF,0.4597543310965404,0.21,0.2,0.4,326,50
IL,0.5951783243785811,0.43,0.2,0.4,327,42
MB,0.32605686201479944,0.43,0.2,0.4,327,42
MF,0.30112198094445547,0.43,0.2,0.4,327,42
IL,0.5952724508100184,0.67,0.2,0.4,328,44
MB,0.6288141419595762,0.67,0.2,0.4,328,44
MF,0.2759478712017257,0.67,0.2,0.4,328,44
IL,0.5946064758897861,0.95,0.2,0.4,329,48
MB,0.38362105439612465,0.95,0.2,0.4,329,48
MF,0.018424159378831743,0.95,0.2,0.4,329,48
IL,0.5953360514844265,0.55,0.1,0.4,330,47
MB,0.4903793842382378,0.55,0.1,0.4,330,47
MF,0.2510659809236215,0.55,0.1,0.4,330,47
IL,0.5946847173957447,0.67,0.2,0.4,331,50
MB,0.5537114847502967,0.67,0.2,0.4,331,50
MF,0.234356388802222,0.67,0.2,0.4,331,50
IL,0.5949225333940441,0.08,0.1,0.4,332,51
MB,0.5674404688642741,0.08,0.1,0.4,332,51
MF,0.6179954188363814,0.08,0.1,0.4,332,51
IL,0.5948243405100793,0.42,0.3,0.4,333,50
MB,0.2590910286283442,0.42,0.3,0.4,333,50
