strategy,count,delta,lambda,kappa,sim
MF,12.2564,1.0,0.3,0.3,1045
IL,4.2986536107711135,0.0,0.30000000000000004,1.0,1046
MB,7.58340113913751,0.0,0.30000000000000004,1.0,1046
MF,108.3296,0.0,0.30000000000000004,1.0,1046
IL,5.478136493665713,0.9,0.0,0.7000000000000001,1047
MB,110.2496,0.9,0.0,0.7000000000000001,1047
MF,4.3884,0.9,0.0,0.7000000000000001,1047
IL,9.2212,0.4,0.9,0.9,1048
MB,2.995519348268839,0.4,0.9,0.9,1048
MF,107.8372,0.4,0.9,0.9,1048
IL,4.609375,0.6000000000000001,0.7000000000000001,1.0,1049
MB,3.344368013757524,0.6000000000000001,0.7000000000000001,1.0,1049
MF,112.2864,0.6000000000000001,0.7000000000000001,1.0,1049
IL,110.7536,0.9,1.0,0.1,1050
MB,4.4866286716352475,0.9,1.0,0.1,1050
MF,5.421717171717172,0.9,1.0,0.1,1050
IL,7.6996,0.4,0.2,0.6000000000000001,1051
MB,47.6148,0.4,0.2,0.6000000000000001,1051
MF,64.6856,0.4,0.2,0.6000000000000001,1051
IL,5.472355769230769,0.0,0.0,0.4,1052
MB,40.9104,0.0,0.0,0.4,1052
MF,73.626,0.0,0.0,0.4,1052
IL,5.8856,0.9,0.8,0.9,1053
MB,5.7107758620689655,0.9,0.8,0.9,1053
MF,108.8148,0.9,0.8,0.9,1053
IL,106.7736,0.7000000000000001,0.6000000000000001,0.0,1054
MB,4.755998373322488,0.7000000000000001,0.6000000000000001,0.0,1054
MF,8.5484,0.7000000000000001,0.6000000000000001,0.0,1054
IL,12.1568,0.5,0.4,0.6000000000000001,1055
MB,8.8208,0.5,0.4,0.6000000000000001,1055
MF,99.0224,0.5,0.4,0.6000000000000001,1055
IL,70.5892,1.0,1.0,0.6000000000000001,1056
MB,4.204645574689628,1.0,1.0,0.6000000000000001,1056
MF,45.2112,1.0,1.0,0.6000000000000001,1056
IL,107.9496,0.6000000000000001,0.6000000000000001,0.2,1057
MB,4.536,0.6000000000000001,0.6000000000000001,0.2,1057
MF,7.6897257470323375,0.6000000000000001,0.6000000000000001,0.2,1057
IL,86.1296,0.8,0.9,0.5,1058
MB,7.8888,0.8,0.9,0.5,1058
MF,25.9816,0.8,0.9,0.5,1058
IL,90.7988,0.4,0.2,0.1,1059
MB,9.1332,0.4,0.2,0.1,1059
MF,20.068,0.4,0.2,0.1,1059
IL,8.3336,0.30000000000000004,1.0,0.8,1060
MB,3.1451814768460578,0.30000000000000004,1.0,0.8,1060
MF,108.6508,0.30000000000000004,1.0,0.8,1060
IL,5.848,0.1,0.1,0.8,1061
MB,54.1872,0.1,0.1,0.8,1061
MF,59.9648,0.1,0.1,0.8,1061
IL,4.392324093816631,1.0,0.6000000000000001,0.7000000000000001,1062
MB,6.0272,1.0,0.6000000000000001,0.7000000000000001,1062
MF,109.8528,1.0,0.6000000000000001,0.7000000000000001,1062
IL,101.7176,0.30000000000000004,0.8,0.0,1063
MB,2.7111111111111112,0.30000000000000004,0.8,0.0,1063
MF,15.8912,0.30000000000000004,0.8,0.0,1063
IL,51.3504,0.5,0.8,0.5,1064
MB,4.503462321792261,0.5,0.8,0.5,1064
MF,64.2272,0.5,0.8,0.5,1064
IL,104.9764,0.9,0.3,0.1,1065
MB,10.6028,0.9,0.3,0.1,1065
MF,4.7844155844155845,0.9,0.3,0.1,1065
IL,4.030849358974359,0.1,0.2,0.9,1066
MB,8.1908,0.1,0.2,0.9,1066
MF,107.7848,0.1,0.2,0.9,1066
IL,81.2812,0.6000000000000001,0.9,0.4,1067
MB,4.450783447167537,0.6000000000000001,0.9,0.4,1067
MF,34.2876,0.6000000000000001,0.9,0.4,1067
IL,106.1304,0.4,0.1,0.0,1068
MB,6.018040180401804,0.4,0.1,0.0,1068
MF,7.9984,0.4,0.1,0.0,1068
IL,106.228,0.9,0.5,0.2,1069
MB,10.041913439635536,0.9,0.5,0.2,1069
MF,5.138116963915388,0.9,0.5,0.2,1069
IL,3.365781710914454,0.0,1.0,0.5,1070
MB,2.718830610490112,0.0,1.0,0.5,1070
MF,114.2756,0.0,1.0,0.5,1070
IL,3.818794774546987,0.8,0.1,0.7000000000000001,1071
MB,109.2488,0.8,0.1,0.7000000000000001,1071
MF,7.340749896992172,0.8,0.1,0.7000000000000001,1071
IL,104.9736,0.4,0.4,0.2,1072
MB,5.462571196094386,0.4,0.4,0.2,1072
MF,9.757073565076798,0.4,0.4,0.2,1072
IL,66.1044,0.9,0.0,0.0,1073
MB,50.0396,0.9,0.0,0.0,1073
MF,3.9330885352917178,0.9,0.0,0.0,1073
IL,59.3872,0.7000000000000001,0.8,0.5,1074
MB,4.115802675585284,0.7000000000000001,0.8,0.5,1074
MF,56.6748,0.7000000000000001,0.8,0.5,1074
IL,24.7004,0.4,0.5,0.6000000000000001,1075
MB,12.1932,0.4,0.5,0.6000000000000001,1075
MF,83.1064,0.4,0.5,0.6000000000000001,1075
IL,14.9488,0.30000000000000004,0.7000000000000001,0.8,1076
MB,3.3802315227070348,0.30000000000000004,0.7000000000000001,0.8,1076
MF,102.0144,0.30000000000000004,0.7000000000000001,0.8,1076
IL,59.34,0.1,0.9,0.1,1077
MB,3.0481611208406303,0.1,0.9,0.1,1077
MF,57.8752,0.1,0.9,0.1,1077
IL,96.33,0.2,0.7000000000000001,0.0,1078
MB,3.1080968280467447,0.2,0.7000000000000001,0.0,1078
MF,20.6912,0.2,0.7000000000000001,0.0,1078
IL,6.212084833933574,1.0,0.8,0.7000000000000001,1079
MB,4.226672006407689,1.0,0.8,0.7000000000000001,1079
MF,109.5688,1.0,0.8,0.7000000000000001,1079
IL,3.834529337273111,0.30000000000000004,0.0,0.9,1080
MB,90.0716,0.30000000000000004,0.0,0.9,1080
MF,26.2948,0.30000000000000004,0.0,0.9,1080
IL,11.8,0.7000000000000001,0.30000000000000004,0.6000000000000001,1081
MB,18.9924,0.7000000000000001,0.30000000000000004,0.6000000000000001,1081
MF,89.2076,0.7000000000000001,0.30000000000000004,0.6000000000000001,1081
IL,3.9234775641025643,0.6000000000000001,0.0,0.9,1082
MB,102.388,0.6000000000000001,0.0,0.9,1082
MF,13.6948,0.6000000000000001,0.0,0.9,1082
IL,10.0588,0.0,0.4,0.2,1083
MB,4.120718462823726,0.0,0.4,0.2,1083
MF,105.9952,0.0,0.4,0.2,1083
IL,6.4652,0.2,0.30000000000000004,1.0,1084
MB,4.369857433808554,0.2,0.30000000000000004,1.0,1084
MF,109.2436,0.2,0.30000000000000004,1.0,1084
IL,10.204,0.8,0.30000000000000004,0.9,1085
MB,26.2992,0.8,0.30000000000000004,0.9,1085
MF,83.4968,0.8,0.30000000000000004,0.9,1085
IL,43.3648,0.4,1.0,0.5,1086
MB,4.03986981285598,0.4,1.0,0.5,1086
MF,72.6632,0.4,1.0,0.5,1086
IL,6.0476,0.30000000000000004,0.0,0.6000000000000001,1087
MB,94.1604,0.30000000000000004,0.0,0.6000000000000001,1087
MF,19.792,0.30000000000000004,0.0,0.6000000000000001,1087
IL,64.6532,0.0,0.1,0.0,1088
MB,25.4816,0.0,0.1,0.0,1088
MF,29.8652,0.0,0.1,0.0,1088
IL,4.6744,0.5,0.2,0.9,1089
MB,22.4956,0.5,0.2,0.9,1089
MF,92.83,0.5,0.2,0.9,1089
IL,8.8848,0.7000000000000001,0.1,0.8,1090
MB,57.4924,0.7000000000000001,0.1,0.8,1090
MF,53.6228,0.7000000000000001,0.1,0.8,1090
IL,3.4042904290429044,0.0,1.0,0.6000000000000001,1091
MB,3.344331641285956,0.0,1.0,0.6000000000000001,1091
MF,113.5368,0.0,1.0,0.6000000000000001,1091
IL,4.310496794871795,0.1,0.9,0.7000000000000001,1092
MB,2.8024412296564196,0.1,0.9,0.7000000000000001,1092
MF,113.2168,0.1,0.9,0.7000000000000001,1092
IL,108.0736,0.8,0.8,0.1,1093
MB,3.4681112019623876,0.8,0.8,0.1,1093
MF,8.925941422594143,0.8,0.8,0.1,1093
IL,5.338,0.2,0.4,0.9,1094
MB,6.2072,0.2,0.4,0.9,1094
MF,108.4548,0.2,0.4,0.9,1094
IL,36.338,0.30000000000000004,0.9,0.4,1095
MB,4.273430782459157,0.30000000000000004,0.9,0.4,1095
MF,79.686,0.30000000000000004,0.9,0.4,1095
IL,8.06081353201772,0.8,1.0,0.9,1096
MB,3.8056,0.8,1.0,0.9,1096
MF,108.1884,0.8,1.0,0.9,1096
IL,5.162,0.6000000000000001,0.30000000000000004,1.0,1097
MB,9.4524,0.6000000000000001,0.30000000000000004,1.0,1097
MF,105.3856,0.6000000000000001,0.30000000000000004,1.0,1097
IL,15.9224,0.9,0.2,0.5,1098
MB,96.9588,0.9,0.2,0.5,1098
MF,7.1188,0.9,0.2,0.5,1098
IL,101.004,0.5,0.9,0.1,1099
MB,3.0601185436071128,0.5,0.9,0.1,1099
MF,16.1048,0.5,0.9,0.1,1099
IL,10.2936,0.7000000000000001,0.5,0.7000000000000001,1100
MB,6.911934156378601,0.7000000000000001,0.5,0.7000000000000001,1100
MF,102.988,0.7000000000000001,0.5,0.7000000000000001,1100
IL,4.011079195732458,1.0,0.5,0.9,1101
MB,7.324866857845145,1.0,0.5,0.9,1101
MF,108.938,1.0,0.5,0.9,1101
IL,7.800080128205129,0.1,0.7000000000000001,0.7000000000000001,1102
MB,3.621306699958385,0.1,0.7000000000000001,0.7000000000000001,1102
MF,108.7316,0.1,0.7000000000000001,0.7000000000000001,1102
IL,18.535817805383022,0.2,0.6000000000000001,0.5,1103
MB,4.5735049833887045,0.2,0.6000000000000001,0.5,1103
MF,97.6892,0.2,0.6000000000000001,0.5,1103
IL,17.574,0.4,0.7000000000000001,0.7000000000000001,1104
MB,3.003457216940363,0.4,0.7000000000000001,0.7000000000000001,1104
MF,99.646,0.4,0.7000000000000001,0.7000000000000001,1104
IL,109.4264,0.6000000000000001,0.8,0.0,1105
MB,3.9300377042312524,0.6000000000000001,0.8,0.0,1105
MF,6.8348697394789575,0.6000000000000001,0.8,0.0,1105
IL,65.9404,0.7000000000000001,0.7000000000000001,0.5,1106
MB,4.97794707297514,0.7000000000000001,0.7000000000000001,0.5,1106
MF,49.0936,0.7000000000000001,0.7000000000000001,0.5,1106
IL,10.1532,0.4,0.0,0.4,1107
MB,83.7916,0.4,0.0,0.4,1107
MF,26.0552,0.4,0.0,0.4,1107
IL,10.4212,0.2,0.4,0.7000000000000001,1108
MB,4.6652,0.2,0.4,0.7000000000000001,1108
MF,104.9136,0.2,0.4,0.7000000000000001,1108
IL,17.538,0.9,0.1,0.4,1109
MB,94.8676,0.9,0.1,0.4,1109
MF,7.5944,0.9,0.1,0.4,1109
IL,108.5836,0.7000000000000001,0.9,0.1,1110
MB,2.944076222038111,0.7000000000000001,0.9,0.1,1110
MF,8.5736,0.7000000000000001,0.9,0.1,1110
IL,21.2876,0.6000000000000001,1.0,0.8,1111
MB,2.9070434070434072,0.6000000000000001,1.0,0.8,1111
MF,95.8728,0.6000000000000001,1.0,0.8,1111
IL,2.983565107458913,0.0,0.9,0.9,1112
MB,3.0760781122864116,0.0,0.9,0.9,1112
MF,114.1436,0.0,0.9,0.9,1112
IL,15.962,0.1,0.8,0.5,1113
MB,4.185405176071277,0.1,0.8,0.5,1113
MF,100.092,0.1,0.8,0.5,1113
IL,13.6252,0.6000000000000001,0.7000000000000001,0.7000000000000001,1114
MB,6.7652,0.6000000000000001,0.7000000000000001,0.7000000000000001,1114
MF,99.6096,0.6000000000000001,0.7000000000000001,0.7000000000000001,1114
IL,5.924146649810367,0.7000000000000001,0.2,0.7000000000000001,1115
MB,29.1556,0.7000000000000001,0.2,0.7000000000000001,1115
MF,85.2212,0.7000000000000001,0.2,0.7000000000000001,1115
IL,45.2852,0.2,0.9,0.2,1116
MB,2.6426592797783934,0.2,0.9,0.2,1116
MF,72.4252,0.2,0.9,0.2,1116
IL,106.176,1.0,0.8,0.2,1117
MB,4.28994793752503,1.0,0.8,0.2,1117
MF,9.5392,1.0,0.8,0.2,1117
IL,3.7044,0.0,0.8,0.7000000000000001,1118
MB,2.896076794657763,0.0,0.8,0.7000000000000001,1118
MF,113.52,0.0,0.8,0.7000000000000001,1118
IL,6.8504,0.8,0.0,0.8,1119
MB,105.41,0.8,0.0,0.8,1119
MF,7.7396,0.8,0.0,0.8,1119
IL,7.592,0.5,0.1,0.8,1120
MB,68.2336,0.5,0.1,0.8,1120
MF,44.1744,0.5,0.1,0.8,1120
IL,4.855878634639697,0.7000000000000001,0.2,0.9,1121
MB,62.5236,0.7000000000000001,0.2,0.9,1121
MF,52.8672,0.7000000000000001,0.2,0.9,1121
IL,42.972,0.0,0.2,0.1,1122
MB,13.55,0.0,0.2,0.1,1122
MF,63.478,0.0,0.2,0.1,1122
IL,70.6092,1.0,0.4,0.4,1123
MB,33.8672,1.0,0.4,0.4,1123
MF,15.5236,1.0,0.4,0.4,1123
IL,17.8112,0.5,0.9,0.7000000000000001,1124
MB,3.5516260162601627,0.5,0.9,0.7000000000000001,1124
MF,98.694,0.5,0.9,0.7000000000000001,1124
IL,10.9438202247191,0.9,0.3,0.8,1125
MB,20.7464,0.9,0.3,0.8,1125
MF,88.7344,0.9,0.3,0.8,1125
IL,5.299416180150125,0.30000000000000004,0.8,0.9,1126
MB,3.839234839234839,0.30000000000000004,0.8,0.9,1126
MF,111.1436,0.30000000000000004,0.8,0.9,1126
IL,4.105173150919196,0.8,0.7000000000000001,1.0,1127
MB,4.4168,0.8,0.7000000000000001,1.0,1127
MF,111.7424,0.8,0.7000000000000001,1.0,1127
IL,41.9116,0.2,0.5,0.4,1128
MB,6.3308,0.2,0.5,0.4,1128
MF,71.7576,0.2,0.5,0.4,1128
IL,72.3436,0.1,0.1,0.1,1129
MB,23.2916,0.1,0.1,0.1,1129
MF,24.3648,0.1,0.1,0.1,1129
IL,79.58,0.5,1.0,0.4,1130
MB,3.498936622713739,0.5,1.0,0.4,1130
MF,37.1296,0.5,1.0,0.4,1130
IL,5.4812,0.4,0.2,0.8,1131
MB,24.304,0.4,0.2,0.8,1131
MF,90.2148,0.4,0.2,0.8,1131
IL,105.4024,0.30000000000000004,1.0,0.1,1132
MB,2.7354784788967823,0.30000000000000004,1.0,0.1,1132
MF,11.9792,0.30000000000000004,1.0,0.1,1132
IL,7.602898550724638,0.7000000000000001,0.0,0.5,1133
MB,101.2452,0.7000000000000001,0.0,0.5,1133
MF,11.4104,0.7000000000000001,0.0,0.5,1133
IL,4.4576,0.7000000000000001,0.6000000000000001,0.9,1134
MB,4.4464,0.7000000000000001,0.6000000000000001,0.9,1134
MF,111.096,0.7000000000000001,0.6000000000000001,0.9,1134
IL,108.9224,0.9,0.8,0.0,1135
MB,3.946,0.9,0.8,0.0,1135
MF,7.160240963855422,0.9,0.8,0.0,1135
IL,107.1344,0.8,0.6000000000000001,0.2,1136
MB,4.78,0.8,0.6000000000000001,0.2,1136
MF,8.321943186496501,0.8,0.6000000000000001,0.2,1136
IL,13.4304,1.0,0.2,0.6000000000000001,1137
MB,89.562,1.0,0.2,0.6000000000000001,1137
MF,17.0076,1.0,0.2,0.6000000000000001,1137
IL,65.712,1.0,0.7000000000000001,0.7000000000000001,1138
MB,9.216,1.0,0.7000000000000001,0.7000000000000001,1138
MF,45.072,1.0,0.7000000000000001,0.7000000000000001,1138
IL,10.0188,0.9,1.0,0.8,1139
MB,6.183978873239437,0.9,1.0,0.8,1139
MF,104.3612,0.9,1.0,0.8,1139
IL,18.9228,0.4,1.0,0.6000000000000001,1140
MB,3.6727426875794826,0.4,1.0,0.6000000000000001,1140
MF,97.6116,0.4,1.0,0.6000000000000001,1140
IL,15.0204,0.8,0.2,0.4,1141
MB,92.4236,0.8,0.2,0.4,1141
MF,12.556,0.8,0.2,0.4,1141
IL,107.9904,0.4,0.9,0.0,1142
MB,2.9237104464672736,0.4,0.9,0.0,1142
MF,9.3116,0.4,0.9,0.0,1142
IL,14.6232,0.6000000000000001,0.1,0.4,1143
MB,86.3584,0.6000000000000001,0.1,0.4,1143
MF,19.0184,0.6000000000000001,0.1,0.4,1143
IL,59.4392,0.30000000000000004,0.0,0.0,1144
MB,40.0772,0.30000000000000004,0.0,0.0,1144
MF,20.4836,0.30000000000000004,0.0,0.0,1144
IL,6.7632,0.9,0.6000000000000001,1.0,1145
MB,6.5949957591178965,0.9,0.6000000000000001,1.0,1145
MF,107.0164,0.9,0.6000000000000001,1.0,1145
IL,100.9244,1.0,0.6000000000000001,0.3,1146
MB,10.2708,1.0,0.6000000000000001,0.3,1146
MF,8.8048,1.0,0.6000000000000001,0.3,1146
IL,8.8784,0.6000000000000001,0.1,0.7000000000000001,1147
MB,90.3712,0.6000000000000001,0.1,0.7000000000000001,1147
MF,20.7504,0.6000000000000001,0.1,0.7000000000000001,1147
IL,4.339743589743589,0.5,0.0,0.5,1148
MB,104.73,0.5,0.0,0.5,1148
MF,10.9372,0.5,0.0,0.5,1148
IL,87.6116,0.8,0.30000000000000004,0.30000000000000004,1149
MB,21.4008,0.8,0.30000000000000004,0.30000000000000004,1149
MF,10.9876,0.8,0.30000000000000004,0.30000000000000004,1149
IL,19.9004,0.4,0.8,0.7000000000000001,1150
MB,4.3813628899835795,0.4,0.8,0.7000000000000001,1150
MF,95.8304,0.4,0.8,0.7000000000000001,1150
IL,11.0008,0.8,0.1,0.5,1151
MB,103.5184,0.8,0.1,0.5,1151
MF,5.613273248668579,0.8,0.1,0.5,1151
IL,12.9836,0.6000000000000001,0.2,0.5,1152
MB,72.7388,0.6000000000000001,0.2,0.5,1152
MF,34.2776,0.6000000000000001,0.2,0.5,1152
IL,6.603455541508639,0.2,0.7000000000000001,0.9,1153
MB,3.6812732534105,0.2,0.7000000000000001,0.9,1153
MF,110.17,0.2,0.7000000000000001,0.9,1153
IL,76.7648,0.30000000000000004,0.5,0.2,1154
MB,3.825595984943538,0.30000000000000004,0.5,0.2,1154
MF,39.5764,0.30000000000000004,0.5,0.2,1154
IL,72.1712,0.30000000000000004,0.30000000000000004,0.2,1155
MB,22.5732,0.30000000000000004,0.30000000000000004,0.2,1155
MF,25.2556,0.30000000000000004,0.30000000000000004,0.2,1155
IL,6.4728,0.1,0.9,0.8,1156
MB,4.07557903291345,0.1,0.9,0.8,1156
MF,109.5152,0.1,0.9,0.8,1156
IL,5.0964,0.0,0.30000000000000004,0.6000000000000001,1157
MB,5.08245243128964,0.0,0.30000000000000004,0.6000000000000001,1157
MF,110.0956,0.0,0.30000000000000004,0.6000000000000001,1157
IL,4.257058575642646,0.0,0.8,0.4,1158
MB,3.178391959798995,0.0,0.8,0.4,1158
MF,112.9232,0.0,0.8,0.4,1158
IL,99.8048,0.30000000000000004,0.7000000000000001,0.1,1159
MB,3.411740725642071,0.30000000000000004,0.7000000000000001,0.1,1159
MF,16.8476,0.30000000000000004,0.7000000000000001,0.1,1159
IL,5.277393075356415,0.9,0.0,0.9,1160
MB,99.4964,0.9,0.0,0.9,1160
MF,15.3212,0.9,0.0,0.9,1160
IL,105.226,0.9,0.7000000000000001,0.2,1161
MB,7.4364,0.9,0.7000000000000001,0.2,1161
MF,7.3376,0.9,0.7000000000000001,0.2,1161
IL,26.9844,1.0,0.5,0.6000000000000001,1162
MB,20.5048,1.0,0.5,0.6000000000000001,1162
MF,72.5108,1.0,0.5,0.6000000000000001,1162
IL,6.209935897435898,0.4,0.1,0.9,1163
MB,54.4064,0.4,0.1,0.9,1163
MF,59.3936,0.4,0.1,0.9,1163
IL,5.7424,0.1,0.5,1.0,1164
MB,4.5793160280181295,0.1,0.5,1.0,1164
MF,109.812,0.1,0.5,1.0,1164
IL,97.4168,0.7000000000000001,1.0,0.4,1165
MB,4.9463632669646485,0.7000000000000001,1.0,0.4,1165
MF,17.714,0.7000000000000001,1.0,0.4,1165
IL,64.1804,0.30000000000000004,0.7000000000000001,0.30000000000000004,1166
MB,3.1082427536231885,0.30000000000000004,0.7000000000000001,0.30000000000000004,1166
MF,53.0744,0.30000000000000004,0.7000000000000001,0.30000000000000004,1166
IL,88.2544,0.1,0.2,0.0,1167
MB,15.5972,0.1,0.2,0.0,1167
MF,16.1484,0.1,0.2,0.0,1167
IL,93.996,0.7000000000000001,0.7000000000000001,0.30000000000000004,1168
MB,5.2814251401120895,0.7000000000000001,0.7000000000000001,0.30000000000000004,1168
MF,20.7268,0.7000000000000001,0.7000000000000001,0.30000000000000004,1168
IL,7.3456,0.1,1.0,0.8,1169
MB,4.963195315767462,0.1,1.0,0.8,1169
MF,107.9076,0.1,1.0,0.8,1169
IL,106.7976,0.6000000000000001,0.7000000000000001,0.2,1170
MB,3.4843554443053817,0.6000000000000001,0.7000000000000001,0.2,1170
MF,9.8616,0.6000000000000001,0.7000000000000001,0.2,1170
IL,5.407943731899048,0.30000000000000004,0.1,0.8,1171
MB,48.6,0.30000000000000004,0.1,0.8,1171
MF,66.1716,0.30000000000000004,0.1,0.8,1171
IL,6.333197223356472,0.0,0.2,0.4,1172
MB,6.2912,0.0,0.2,0.4,1172
MF,107.5048,0.0,0.2,0.4,1172
IL,98.6828,0.1,0.8,0.0,1173
MB,4.046713517982638,0.1,0.8,0.0,1173
MF,17.42948717948718,0.1,0.8,0.0,1173
IL,5.606346483704974,0.9,0.1,0.7000000000000001,1174
MB,68.7572,0.9,0.1,0.7000000000000001,1174
MF,46.0132,0.9,0.1,0.7000000000000001,1174
IL,81.4984,0.9,0.1,0.1,1175
MB,34.1716,0.9,0.1,0.1,1175
MF,4.762428508578971,0.9,0.1,0.1,1175
IL,98.9764,0.7000000000000001,0.9,0.4,1176
MB,4.03351487222455,0.7000000000000001,0.9,0.4,1176
MF,17.1724,0.7000000000000001,0.9,0.4,1176
IL,29.3544,0.7000000000000001,0.7000000000000001,0.7000000000000001,1177
MB,5.546,0.7000000000000001,0.7000000000000001,0.7000000000000001,1177
MF,85.0996,0.7000000000000001,0.7000000000000001,0.7000000000000001,1177
IL,3.9076604554865426,0.6000000000000001,0.6000000000000001,1.0,1178
MB,3.819118252987227,0.6000000000000001,0.6000000000000001,1.0,1178
MF,112.5176,0.6000000000000001,0.6000000000000001,1.0,1178
IL,23.1436,0.5,0.5,0.6000000000000001,1179
MB,4.385986733001658,0.5,0.5,0.6000000000000001,1179
MF,92.6248,0.5,0.5,0.6000000000000001,1179
IL,62.8428,0.6000000000000001,0.8,0.5,1180
MB,4.4907329401853415,0.6000000000000001,0.8,0.5,1180
MF,52.8928,0.6000000000000001,0.8,0.5,1180
IL,52.09,0.4,0.0,0.1,1181
MB,52.194,0.4,0.0,0.1,1181
MF,15.716,0.4,0.0,0.1,1181
IL,85.5268,0.9,0.4,0.3,1182
MB,23.8184,0.9,0.4,0.3,1182
MF,10.6548,0.9,0.4,0.3,1182
IL,113.0872,0.7000000000000001,0.7000000000000001,0.0,1183
MB,3.5674740484429064,0.7000000000000001,0.7000000000000001,0.0,1183
MF,3.6136,0.7000000000000001,0.7000000000000001,0.0,1183
IL,9.2352,0.9,0.5,1.0,1184
MB,9.0408,0.9,0.5,1.0,1184
MF,101.724,0.9,0.5,1.0,1184
IL,109.0936,0.30000000000000004,0.9,0.1,1185
MB,3.114411882778001,0.30000000000000004,0.9,0.1,1185
MF,7.8032,0.30000000000000004,0.9,0.1,1185
IL,65.1564,0.5,0.9,0.4,1186
MB,4.972780569514238,0.5,0.9,0.4,1186
MF,50.0936,0.5,0.9,0.4,1186
IL,102.57,0.9,0.2,0.0,1187
MB,12.378,0.9,0.2,0.0,1187
MF,5.383631713554987,0.9,0.2,0.0,1187
IL,104.7748,0.2,0.6000000000000001,0.0,1188
MB,4.738317757009346,0.2,0.6000000000000001,0.0,1188
MF,10.5608,0.2,0.6000000000000001,0.0,1188
IL,17.7928,1.0,0.9,0.7000000000000001,1189
MB,4.007686084142395,1.0,0.9,0.7000000000000001,1189
MF,98.2444,1.0,0.9,0.7000000000000001,1189
IL,91.8276,0.8,0.8,0.4,1190
MB,6.1064,0.8,0.8,0.4,1190
MF,22.066,0.8,0.8,0.4,1190
IL,4.875263379688159,0.1,0.0,0.9,1191
MB,64.1764,0.1,0.0,0.9,1191
MF,51.196,0.1,0.0,0.9,1191
IL,3.564264643910662,0.4,0.4,1.0,1192
MB,3.3948936170212765,0.4,0.4,1.0,1192
MF,113.4256,0.4,0.4,1.0,1192
IL,21.9904,0.5,0.2,0.6000000000000001,1193
MB,23.5304,0.5,0.2,0.6000000000000001,1193
MF,74.4792,0.5,0.2,0.6000000000000001,1193
IL,5.0848,0.0,0.1,0.5,1194
MB,23.604,0.0,0.1,0.5,1194
MF,91.3112,0.0,0.1,0.5,1194
IL,5.707429048414023,0.30000000000000004,0.2,0.9,1195
MB,21.764,0.30000000000000004,0.2,0.9,1195
MF,92.766,0.30000000000000004,0.2,0.9,1195
IL,111.7128,0.4,1.0,0.0,1196
MB,2.444018731375053,0.4,1.0,0.0,1196
MF,6.269150272080369,0.4,1.0,0.0,1196
IL,7.6432,0.9,0.9,0.8,1197
MB,5.216720779220779,0.9,0.9,0.8,1197
MF,107.2152,0.9,0.9,0.8,1197
IL,6.11,0.8,0.0,0.7000000000000001,1198
MB,105.3896,0.8,0.0,0.7000000000000001,1198
MF,8.5004,0.8,0.0,0.7000000000000001,1198
IL,25.308,0.4,0.4,0.6000000000000001,1199
MB,4.353418803418803,0.4,0.4,0.6000000000000001,1199
MF,90.6172,0.4,0.4,0.6000000000000001,1199
IL,10.6892,0.4,0.8,0.8,1200
MB,2.908891809023215,0.4,0.8,0.8,1200
MF,106.6544,0.4,0.8,0.8,1200
IL,7.7316,0.30000000000000004,0.6000000000000001,0.8,1201
MB,4.002921535893155,0.30000000000000004,0.6000000000000001,0.8,1201
MF,108.432,0.30000000000000004,0.6000000000000001,0.8,1201
IL,92.8192,0.7000000000000001,0.9,0.6000000000000001,1202
MB,4.120423108218064,0.7000000000000001,0.9,0.6000000000000001,1202
MF,23.1296,0.7000000000000001,0.9,0.6000000000000001,1202
IL,3.1666666666666665,0.0,1.0,0.9,1203
MB,2.399103139013453,0.0,1.0,0.9,1203
MF,114.8428,0.0,1.0,0.9,1203
IL,14.0572,0.2,1.0,0.7000000000000001,1204
MB,2.7942315970727507,0.2,1.0,0.7000000000000001,1204
MF,103.3464,0.2,1.0,0.7000000000000001,1204
IL,9.1984,0.6000000000000001,0.9,0.8,1205
MB,3.075736961451247,0.6000000000000001,0.9,0.8,1205
MF,108.0888,0.6000000000000001,0.9,0.8,1205
IL,82.3644,1.0,0.2,0.2,1206
MB,30.8476,1.0,0.2,0.2,1206
MF,6.788,1.0,0.2,0.2,1206
IL,109.2444,0.7000000000000001,1.0,0.1,1207
MB,3.252479338842975,0.7000000000000001,1.0,0.1,1207
MF,7.6072,0.7000000000000001,1.0,0.1,1207
IL,11.9876,0.1,0.2,0.5,1208
MB,17.778,0.1,0.2,0.5,1208
MF,90.2344,0.1,0.2,0.5,1208
IL,23.862,0.0,0.8,0.1,1209
MB,3.194383501535761,0.0,0.8,0.1,1209
MF,93.226,0.0,0.8,0.1,1209
IL,46.3184,0.30000000000000004,0.7000000000000001,0.4,1210
MB,3.2426813746287655,0.30000000000000004,0.7000000000000001,0.4,1210
MF,70.6244,0.30000000000000004,0.7000000000000001,0.4,1210
IL,3.0903614457831323,1.0,0.0,1.0,1211
MB,107.4272,1.0,0.0,1.0,1211
MF,10.18634306869601,1.0,0.0,1.0,1211
IL,3.7319711538461537,0.7000000000000001,0.8,0.9,1212
MB,3.7882974400650142,0.7000000000000001,0.8,0.9,1212
MF,112.5448,0.7000000000000001,0.8,0.9,1212
IL,6.176148335440371,0.2,0.1,1.0,1213
MB,28.7992,0.2,0.1,1.0,1213
MF,85.3384,0.2,0.1,1.0,1213
IL,8.838,0.1,0.5,0.6000000000000001,1214
